ids	class label
1 31 8 694 2 585 7 6 348 15 69 63 2213 9 271 300 113 63 8864 3770 14 1236 345 1 91 290 7 1 121 4036 2 96 2 0 1714 6 39 25 272 7 0 0 327 270 3 25 1 998 2 5031 1130 290 65 8 272 7 817 13 157 15 63 2213 2 47 2238 51 1 31 15 1 231 18 180 13 4 0 529 3742 65 833 81 15 1 31 3 165 35 163 5 52 64 2 99 164 233 38 13 26 304 5 810 964 2 218 2278 13 415 138 5 1054 15 12 33 17 156 415 177 35 33 1825 33 256 122 26 67 314 5 60 18 7365	5
148 271 1062 195 11 59 2 31 284 3 131 4 1495 2 101 0 9478 0 0 6017 10 60 449 37 102 50 0 2764 716 5 48 1 27 59 1984 23 5 1353 5114 8278 3 86 1353 4 6994 16 99 24 5 411 6 33 3 115 220 3765 57 1 0 1 290 136 41 15 0 2 1279 1080 60 192 9 1 2916 1 2111 299 334 1080 2 1 289 749 7 6658 20 5572 17 41 39 3 95 8 303 13 37 2916 245 3 73 338 58 20 2 92 119 3439 5 48 58 2916 2 7207 6 20 1 96 81 30 12 502 3 8 163 12 5944 1 96 749 32 2637 309 92 61 268 413 51 8664 1538 96 749 20 6 37 1 1538 2916 92 4568 20 287 7 1 31 81 119 3 2460 4 133 554 1476 2 1 0 1033 188 4 1361 2 92 119 2145 4 177 67 5167 716 3 86 24 0 17 529 7 4124 6 9 39 11 1062 238	1
148 24 11 77 15 6 144 15 1 0 2 634 0 348 1017 2 2445 466 7 0 51 2 540 14 207 6 9 472 5 2139 46 9 12 42 14 1100 862 904 1545	2
3 579 53 17 29 103 719 3 8 43 776 160 6 449 28 9087 3 136 44 10 142 2 275 17 29 251 535 472 30 91 96 206 8 240 1 231 8 6491 2 1339 152 1 96 2 715 32 528 2 2491 293 1 331 47 2749 18 69 443 5 13 129 486 28 3 477 3 25 4 533 533 797 7 321 1 27 45 1 29 8 660 2 3745 24 158 60 5 113 7 6 160 18 25 223 4083 2 223 16 119 4580 204 1721 2867 2472 1524 50 1 1342 9 17 1077 5 113 40 138 5 207 67 223 46 227 3 499 4 2067 10 14 2411 176 3 71 22 108 565 61 1078 4 2067 12 934 785 59 8 27 3 477 55 464 8 43 78 2 458 16 89 449 0 15 4 1361 89 116 22 86 273 468 74 145 960 902 89 8 125 57 871 67 1375 87 3 8 317	3
414 18 116 22 23 60 3 8 224 10 1 503 8 109 2 1 209 8 43 1214 712 2 18 25 4 332 253 7 349 169 9 4 1149 28 3 182 13 580 26 472 11 14 892 4 245 45 7 1 27 664 28 3 345 22 3032 84 41 53 3 75 224 10 1149 1157	3
36 186 2 840 662 1590 5 260 2 237 260 56 81 3257 2 1289 6468 32 1 171 1613 172 21 1419 952 30 199 1148 16 17 8 4 36 4110 18 2276 2940 11 175 1032 28 2054 4 759 1882 235 38 13 482	4
1635 3484 17 29 9 63 572 107 543 999 7 238 704 31 98 2 17 29 8 72 233 3 23 5 135 3 8 262 422 33 3 23 85 620 2551 379 137 3 75 1831 5 1658 122 3 5361 15 2 49 238 11 31 59 624 31 42 747 37 0 660 2 18 86 4 1352 37 4 187 52 914 309 2 1679 1011 19 0	1
240 59 2 36 269 3 73 85 423 14 0 44 25 62 2755 2 481 4 0 400 11 4 342 7 374 2 18 25 6 0 3652 87 699	5
3 23 620 57 17 29 10 342 249 153 3 251 48 5 99 6 41 49 986 218 9 14 202 2 1 1075 599 4942 8 42 170 103 54 3 239 3 571 51 321 199 45 5 52 18 70 23 657 295 206 20 1716 65 3 562 22 48 1 797 5 99 405 69 190 3 3258 9 12 18 352 30 519 1234 65 9 4 177 76 561 10 40	4
14 103 54 44 30 764 3813 8 36 3 136 10 163 196 3 25 1 96 558 2 4 6132 990 195 26 351 59 8 109 2 360	5
3 77 1 2272 482 18 61 423 64 1 9575 826 16 1177 635 981 2 6198 26 129 7 14 639 31 1813 36 229 47 85 155 4 553 20 45 7 1 175 1833 88 53 14 1236 2899 3 75 953 942 5 166 1169 3670 9 14 202 208 16 1 490 370 22 178 389 164 2670 40 1 637 26 27 76 16 6 19 329 5 48 40 5 4040 50 14 0 303 81 3 151 575 384 309 5 294 256 39 11 39 1 31 2 208 9 36 2 1 688 497 5 104 60 18 124 677 76	5
24 43 521 218 8 245 225 397 36 16 0 3145 1985 97 120	2
17 29 9 36 5 52 11 2 23 4 282 30 1 4581 7 1794 2304 2 1588 18 23 16 12 19 57 6 1 201 26 123 76 323 2 4 187 7 1 301 729 22 212 13 47 22 48 814 309 18 70 23 4 418 999 7 4840 6137 368 65 9 164 3 61 1228 67 438 10 35 843 5 499 67 87 13 276 38 13 69 23 1509 18 23 4 3207 7 394 5 411 63 705 28 3 25 5 499 134 2484 3 116 22 138 11 106 5 48 14 2625 7 1588 15 39 12 182 17 9 4 56 78 619 381 402 2 3 77 1 734 663 6 16 3 71 22 23 4 187 7 254 917 5 722 20 4 874 7 5765 3406 3 47 499 30 2859 1744 10 129 392 17 9 161 4 29 10 0 69 2 24 42 53 13 138 164 214 5 157	3
3 8 4 80 177 3513 5 157 30 17 29 16 3 8 1341 641 3 95 1 96 600 4775 7721 2 905 95 327 395 1 550 32 8631 2 6 8 43 132 1 8007 116 22 282 43 4728 3 61 161 69 106 50 1 179 100 47 22 162 5 52 64 31 9 2359 425 2 28 132	4
3 75 285 24 4 205 916 364 16 17 29 1245 14 504 6 19 43 243 27 59 467 2 467 7 170 335 2 56 27 286 621 142 8 1798 984 16 371 1 378 6 19 868 984 81 226 173 2794 45 67 1987 17 370 22 1 272 7 916 192 0 102 52 1 272 192 13 234 5 0 63 693 2 4617 53 13 48 64 5 1 181	5
33 27 33 6 522 10 554 31 11 1067 127 137	3
77 6 2 28 352 5 203 160 857 2142 314 11 2436 3 23 66 30 324 258 4 378 361 56 1 949 2 635 826 26 5 947 10 2 20 14 198 556 3 239 4 1128 857 303 14 1 885 20 1 4438 139 2 1 885 2 128 341 26 170 2 1 96 971 341 9 28 289 6 19 134 757 1 670 9 861 233 87 1 82 1063 16 3 108 12 9 957 921 5 1 433 12 134 820 7 1 98 26 465 857 2142 2436 148 2725 4 6968 2878 7 944 230 2 13 47 155 1 2753 399 7 1 82 1063 11 1 647 2726 1049 2 1 291 3696 2726 11 1 1400 1 114 9 70 578 109	5
3 23 58 1491 15 17 29 16 13 47 22 1218 0 53 13 26 315 4 983 6 19 95 3703 253 2 236 125 10 6 21 630 51 4 983 8844 44 2512 41 7 3703 6 8 485 16 3 426 6431 12 18 165 6120 0 301 50 1 8844 2 57 4 378 46 134 526 338 84 64 20 18 729 22 85 1 2870 16 53 13 26 9168 10 54 9540 1 2019 10 1157 370 22 125 5 1452 2 17 9 192 0 8911 18 104 18 47 48 13 53 13 26 0 2 234 841 1 1400 26 0 44 93 194 3874 3 68 508 4 187 7 1400 6 439 37 4 209 2821 5 3874 1429 146 4290 483 61 23 3151 1400 83 1 0 9 12 21 151 411 84 636 174 11 4 196 556 114 9 1178 109 2 1 209 9 81 2416 253 11 209 9 27	3
17 9 4 1057 29 5 2459 6364 1 213 26 132 390 1 8656 2 8014 1516 213 1 549 26 107 246 16 18 26 619 2 210 1 1378 9 43 291 2 1 186 9 36 308 9 178 42 37 1554 11 260 13 234 5 591 11 1 432 186 9 36 83 13 47 748 179 44 2 119 52 41 93 34 9 70 2500 684 38 13 138 5 2829 4 235 10 4 264 1392	4
5828 4012 18 148 23 1 4307 5669 91 5669 172 870 833 72 760 1053 654 1053 646 2 476 143 20 1 1090 1144 6 19 996 3521 417 2399 473 5669 3521 1749 455 56 23 13 172 25 4 178 5669	5
3 23 66 125 5 1409 3233 10 4 222 54 2 3 77 84 3 25 4 2312 400 34 57 4 898 505 2 6 4506 10 519 567 302 0 77 1409 3233	5
446 18 48 49 269 605 2081 21 345 22 157 44 902 10 142 21 527 44 198 621 2 195 25 1 873 96 1 590 8 6 385 37 6 8 0 11 2129 2 1 143 10 1 3334 25 30 324 246 353 0 20 274 7 55 703 3 251 177 188 5 45 153 3 1725 12 1 143 8 42 7456 15 84 18 105 68 0 84 41 3413 84 11 841 42 71 22 498 40 4 341 15 4 1042 7 353 0 17 385 265 37 1 1211 259 53 3 101 1 277 3000 290 53 21 407 296 1 1412 104 12 55 31 8 5637 89 182 1 91 89 105 86 8 4 406 1640 81 21 763 22 224 10 4 254 46 3969 184 16 628 58 0 12 18 251 4121 57 1 31 12 115 1061 777 164 1723 1 577 26 332 2 12 9 57 6	1
6874 19 9 6874 19 24 36 24 178 38 13 124 11 1 631 2 71 22 23 814 309 5 52 52 5 6874 19 74 305 34 26 120 717 16 6874 19 73 86 53 13 124 11 4 4116 738 110 31 15 72 1137 3039 5 113 6 2313 1 114 9 43 109 2 1 59 9 43 27 42 572 24 2313	3
0 1887 9 28 132 5382 3 140 44 24 10 1 0 0 1614 1050 0 24 194 14 399 16 10 49 132 2320 2013 1 2468 18 113 44 26 287 0 1 1315 941 2848 26 39 226 6051 1 334 1040 45 2 1 746 811 664 194 14 1086 16 1 418 455 1 6844 1267 0 0 1 0 494 7 60 344 17 80 1254 1887 373 11 14 504 9 49 6646 365 452 0 0 45 134 2150 7 2320 0 9 60 344 40 138 5 363 0 0 167 1 697 5 35 4 120 29 15 256 301 11 14 3918	5
21 2605 17 782 442 2 312 6 1 2617 26 542 2 2334 41 28 6 116 22 497 37 6 8 1404 771 17 9 4 81 275 41 782 15 31 3903 727 1403 28 38 13 48 762 34 73 35 31 613 74 1 5214 236 8 488 2 21 454 6 8 4 2622 34 26 4 573 7 4552 28 34 9 164 10 316 5 282 30 2 46 499	5
77 0 18 124 94 786 10 360 31 176	5
14 346 2 3 112 34 10 142 442 2 83 7 0 1105 19 294 57 1 1182 299 1783 477 60 21 101 1432 18 32 170 21 101 1 2283 399 2 603 303 603 32 18 0 21 23 115 88 620 7 84 16 3 111 28 665 21 95 84 28 680 2 28 204 5716 2 216 129 543 21 95 993 2 588 568 3 101 1 96 2377 3732 2 14 346 25 1 2918 3732 3 111 24 158 192 1 1987 57 197 550 136 50 83 18 32 27 1047 2 21 32 195 875 1 69 723 5 1 96 2377 61 35 5 23 1 5438 1578 5320 628 87 315 996 5438 5 601 333 1107 6 8 431 3 70 101 1 507 985 452 10 1 103 54 160 18 116 22 23 149 1572 5 113 14 2138 3 8 1341 641 30 126 490 2 1309 6 8 21 25 1 2091 705 65 18 116 22 2150 28 21 47 411 6 144 2 21 73	4
278 29 10 4 204 774 154 170 0 109 114 2 149 566 1494 1378 11 629 1076	5
3 68 627 30 271 4 133 6867 6609 160 18 426 1070 51 11 507 4 2625 7 249 505 49 1890 96 9 94 27 2 13 48 271 4 177 10 63 1149 293 134 212 216 72 967 65 186 3 52 5 1 59 85 439 1154 1141 6 439 316 12 908 30 6867 744 42 439 0 2 3122 1 3641 5 35 109 8503 189 24 1404 0 5 40 16 6 61 35 78 5 23 5167 59 129 49 286 9 24 12 27 2 18 26 2674 107 543 3 47 52 5 2853 744 65 9 4 78 98 2 48 97 120 805 286 10 987 129 640 1197 3 42 47 22 48 564 126 668 49 549 26 2 6 396 22 238 97 120 119 1027 209 286 3 151 148 52 34 10 1890 16 24 10 286 189 42 24 226 6	3
3 111 24 4 5537 7 1206 28 3 71 22 23 4 1088 7 0 5 411 20 17 294 12 194 182 3 75 24 56 4 205 364 7 1206 389 17 29 9 320 1210 2 4447 34 19 4 461 2 346 122 559 1 29 2 1 461 19 1372 908 34 70 65 3 275 8 36 6 9 11 1 802 539 2174 1 3594 413 7 1 611 740 3 239 4 573 7 1 513 742 1 7573 15 4 2197 2 4 368 368 1520 1156 2553 12 3 831 84 15 122 26 1156 0 56 336 1 1000 2 334 1552 4089 152 2814 786 10 4 1156 861 977 7 129 1087 1156 38 13 23 4 264 1392 46 42 138 4 264 962 255 1206 26 1286 1180 2 132 18 70 86 2506 1614 2 595 5982 176 3 47 22 1353 5 389 7 1 3295 134	5
1 59 1423 30 1885 19 716 10 256 7 90 12 37 27 31 2 27 59 1 31 9 1830 2690 120 87 145 244 3 23 172 25 28 667 2 28 28 431 12 194 182 3 23 115 66 5 4 98 12 1816 41 7 288 10 248 24 69 12 16 18 131 6 497 37 72 205 455 72 0 3 25 45 76 175 178 1617 2 23 24 66 64 160 3 23 66 4658 175 4 54 5 52 64 2 155 38 18 23 1245 49 6146 1884 16 3 42 47 22 423 421 5 86 6 21 151 155 656 9 76 604 5 1365 0 390 53 27 31 9 3618 127 1258 245 21 3483 64 5 1885 19 5 2459 14 736 11 3675 2 3 23 5 135 12 1 59 215 22 178 30 39 72 67 4960 1979 28 3 111 1902 129 67 211 38 18 61 113 1 1992 5 35 56 109 18 61 48 14 2822 356 16 3 345 22 1365 14 3913 3 108 6 9 42 24 12 272 7 29 137 38 13 56 26 4 0 0 3 23 4 2227 10 13 52 5 1 1111 30 1885 19 52 1106 2 322 84 192 1 1111 9 2 13 73 155 60 3 633 2 38 13 138 5 23 4 27 2888 1324 4 2864 725 3874 1285 429 5 52 5 1 1111 30 1885 19 766 12 8 300 1568 3 6949 15 80 67 87 4 4116 20 1 6664 50 1 3328 955 16 777 13 23 4 2681 482 13 227 161 761 63 9298 153 13 52 5 1885 19 887 2505	4
17 8 56 150 141 211 2 3 75 9151 159 5 150 10 4 133 2012 20 65 3 73 137 6799 2764 105 35 11 145 4103 814 11 433 6 9 0 1240 5 2342 1402 1 1391 98 11 1 4103 7536 192 3 952 10 4 133 567 17 774 153 14 320 530 2 21 952 709 5 1 320 29 1 6059 1 334 9736 1183 183 1 363 340 20 1716 1009 6 8 39 1 277 1780 88 1 100 8 1 277 1 1566 8 12 11 7536 34 8 4 2306 8912 5 169 2 1 363 340 8 97 97 120 2 7 349 1 2720 435 1295 3 48 1 2311 12 18 26 429 5 675 1293 33 4 629 98 67 87 1 29 11 1 4103 16 5 35 1344 6 9 63 8858 1391 517 98 1 1249 32 56 109 1 223 538 10 4 223 110 9 1286 1595 265 739 265 300 1 1496 9 20 1141 15 60 3 61 500 50 4 517 1 676 9 1065 2 1391 164 12 34 370 22 12 97 7 11 629 3 77 1 2354 7 4 3194 203 16 3 70 77 4865 2 1065 1525 21 3061 4 133 197 703 46 702 2768 20 65 7 49 1401 13 26 224 30 1 796 1614 32 27 38 265 604 7 5444 2 1 350 2 826 32 1478 619 4 4248 826 2 4 593 654 826 1671 4 78 8413 50 1 484 834 1570 3 75 24 158 17 9 4 29 12 3 61 140 5 10 179 2 6 9 161 24 4 29 3 61 140 5 10 895 1 895 100 9 4 738 517 100 15 738 517 1496 3 108 12 10 40 2764 73 42 4733 4 29 10 213 2 197 1757 3 75 24 125 5 2305 14 504 107 17 29 6 19 24 12 36 3 165 135 6 19 899 2275 16 1 114 8 109 2 6 19 840 662 1590 7 14 29 3 75 158 3 73 35 64 10 213	3
5122 19 1579 51 1 91 398 11 260 18 70 480 132 975 2 240 193 335 201 26 3149 93 3572 17 29 4075 4 531 51 721 10 2083 5748 1429 5984 1121 5173 19	5
38 24 10 1 0 0 2 679 118 13 165 35 918 5 157 44 201 26 57 1 277 33 0 19 2767 56 751 5 35 2487 162 114 370 22 43 1387 1726 50 1 100 18 86 480 4 609 244 895	2
36 59 210 31 3 37 6 10 142 83 526 3 47 1679 179 49 139 110 6728 1 855 238 2514 3 37 17 29 2043 3 108 6 2991 51 5 1 1879	4
27 2620 10 130 61 2590 52 34 10 4 965 30 142 53 3 1004 11 1 183 78 146 1592 399 130 15 4 972 616	3
3 23 115 25 476 11 1 1227 1739 46 814 298 7 1511 902 2740 2148 16 7 39 1 261 3 68 239 2740 2148 9 14 2092 202 476 29 172 3 263 17 29 20 453 2 136 44 152 20 4 556 5 507 1 29 8 94 771 16 21 69 622 57 510 406 221 21 101 0 844 1437 4256 844 657 2 730 128 18 70 180 13 132 170 2208 169 8 240 1 1437 4256 844 32 1 91 844 3 23 172 25 18 32 578 807 2 25 4 78 694 0 20 1 298 15 724 744 4277 49 476 143 8 1777 219 2 1 272 3 37 4 177 67 20 1 4986 193 392 20 1 7253 193 1 0 844 32 70 210 16 24 33 694 2 392 252 7 349 87 1 1437 4256 664 1 820 32 27 16 67 7542 921 5 1 4987 1488 7 49 844 3 71 22 104 38 3 73 172 35 11 191 144 16 17 29 9 4 401 495 38 3 172 111 303 2 30 1 413 7 1 184 18 443 90 1555 2561 204 149 2129 1092 12 1193 345 40 107 3 138 2740 2148 127 137	5
857 2142 47 86 72 468 11 14 1347 1 31 79 85 66 170 3 23 66 125 44 10 246 249 46 28 2 23 115 313 8298 70 18 26 4 203 0 381 402 65 85 344 40 163 361 18 86 23 0 119 7772 2298 618 34 16 256 3543 47 158 113 4 633 949 3 23 175 1086 65 9 1831 5 113 6 329 53 3 52 34 83 3 138 84 39 857 0 550 26 85 28 1140 12 3 23 115 88 932 60 3 101 14 146 2073 9 1 4141 0 139 1 865 7 1 4036 2 279 15 1 2923 741 107 1 149 790 1364 15 12 1000 3165 9 5481 189 1286 888 913 6 15 129 46 200 247 582 199 2073 9 118 1 3523 938 16 189 28 97 31 12 3 115 860 1 5215 857 972 189 37 4 1083 327 0 51 128 972 714 13 857 2142 10 1481 1771 6486 31 5 1 388	5
8 44 1492 64 2 9571 2269 19 294 73 1666 6 10 229 16 3 73 99 2 1382 14 3998 20 1 238 1 4026 9 36 766 56 12 667 3 562 22 239 97 16 4026 44 16 562 22 56 66 422 389 88 1 664 12 562 22 66 4 364 7 7 1 664 3 239 53 3 23 790 2 6142 53 321 5 1900 3 148 61 106 107 4026 30 171 261 33 18 26 148 43 27 117 99 4 130 258 2 215 22 3355 16 265 2114 41 6 19 66 1492 160 12 1 4026 293 444 5 504 173 54 3 939 1 929 303 2 1 59 9 43 109 2 563 45 121 3 8 11 2 18 25 42 932 4 1699 2821 782 2 6 25 182 20 1 435 404 12 1 460 8 125 5 35 624 446 57 1 54 21 530 405 53 21 101 2 6 232 4 177 5 48 1 31 1212 4 6248 11 14 892 2 38 3 1630 22 66 1856 5 74 1 464 268 516 22 23 104 6 8 791 87 1133 21 95 4 78 80 1640	4
66 44 4 133 174 2 1 31 9 85 149 2 210 3 111 554 50 3346 1924 17 9 678 3346 554 1319 31 9 24 1083 16 578 132 2 2348 492 241 1 0 0 783 252 143 15 647 131 783 1 7563 2 600 3935 2 2818 27 201 2 4797 203 131 554 31 838 26 43 78	5
716 17 2769 186 9 392 87 109 46 458 99 1 186 613 1116 19 11 2347 3335 18 26 43 109 2 458	2
56 933 4 4269 874 1175 74 408 44 30 636 0 53 18 352 30 246 640 16 169 8 823 902 10 360 31 261 11 65 21 116 22 220 11 1 992 10 1 1079 116 22 180 90 145 1410 2 474 90 6 8 262 724 16 25 1613 1535 8584 8 55 464 2 89 25 359 4 36 1410 21 1856 10 408 11 28 557 16 89 2928 90 12 21 32 485 1 139 8 27 16 272 7 197 1 2491 4314 12 2668 6 293 9 210 3002 95 0 2 3 95 1 96 331 24 178 21 571 51 877 2 2886 15 8584 57 1 98 2336 76 178 1 110 8 823 3 276 5 155 38 89 276 5 207 15 90	4
132 2913 21 25 200 1119 1636 12 21 913 15 325 102 1 933 96 9 170 1 1436 807 2 1162 1 844 4410 2 694 91 2913 168 1 820 32 132 33 81 730 128 8 36 1314 555 117 24 2078 1136 489 729 22 273 264 16 18 385 27 59 8 36 464 8 563 5 55 751 2 7746 4 198 963 1973 93 652 1752 11 1 106 229 9 27 24 76 2432 1126 1 1386 105 35 2487 176 4 824 0 847 1 181 1212 3738 13 5 155 60 13 26 348 176 1 31 215 22 34 222 228 5 35 508 492 781 5 384 224 10 36 2913 844 96 1436 483	5
3 75 115 4 364 7 255 0 16 17 45 344 51 10 6 2 361 3 111 4 2839 10 2384 1 864 26 1606 6460 12 251 1215 84 265 9 3745 41 2 354 6649 14 31 208 473 1 864 26 251 243 224 24 3575 1 817 46 3 42 95 41 7 1289 2 282 30 14 0 713 282 1 59 8 240 409 5170 2 109 302 920 109 207 201 32 887 88 118 163 196 2 1 1544 32 36 18 251 3433 1 252 128 1403 65 9 28 78 1340 5 171 1559 12 42 4574 1 270 20 287 1223 13 15 265 258 13 4559 297 1 3433 7 150 2595 996 1252 1 720 7 1 31 397 37 484 110 31 1 328 9 219 18 88 23 4 1402 29 2 343 383 4709 190 876 1359 29 902 10 1 920 1031 0 1368 44 21 2084 4 342 447 11 2 410 602 50 90 30 1 110 6 19 37 4 2119 1764 1 377 313 5 411 1 1111 46 164 2 17 1763 1031 0 136 51 2 3439 5 24 69 587 20 1 2839 122 8 24 33 204 33 1 1979 2 3439 5 427 166 126 89 8 4 879 2 1562 1562 1806 5 135 53 1 377 1298 18 354 95 11 4 2780 2504 970 362 57 6 1993 879 8 1606 0 237 8823 22 2067 12 19 8705 10 1633 0 0 39 107 1 29	4
3 136 44 15 4 250 122 79 66 44 175 174 2 781 6 3 215 22 422 103 21 136 371 1 142 1596 2 6 8 337 293 21 32 148 588 930 2 319 74 4 109 393 568 1 31 119 136 41 11 57 141 221 3 25 1 1487 632 341 2 6 8 43 27 14 250 25 1 933 326 206 65 8 70 27 6 19 41 118 1 4213 2861 16 226 1 556 53 13 1727 188 4 29 41 11 4 1100 186 2 6 19 576 27 911	4
21 25 55 230 2996 547 44 2 21 47 22 162 5 140 64 2 317 6 144 21 32 993 15 4 289 223 253 2 58 702 20 4 64 328 1 702 32 1071 130 1036 58 25 1020 2 58 79 897 15 128 195 32 132 199 524 8 4 592 1599 11 448 17 8 262 132 2 534 5 157 3 101 4 1610 2138 2 30 103 55 266 8 2310 769 18 71 22 23 4 0 16 105 113 90 4 2361 2138 3 68 25 1249 427 40 18 71 22 23 0 53 3 68 101 4533 153 28 3 8 304 5 17 1568 55 266 136 64 526 2006 40 92 8 2310 2 0 4 132 1610 2138 8 1559 11 14 693 15 4 289 965 7 1610 20 1 0 6 8 170 28 27 1 346 25 5 106 45 10 2060 55 547 709 310 5 4 1546 235 192 21 32 674 789 1401 15 667 1357 1 346 101 1 295 827 398 15 2937 1314 555 2 3 101 1 1605 15 657 4431 152 1 1605 32 132 1 398 8 262 807 2 1180 120 87 4 4633 21 25 1 121 153 10 798 3 101 1 368 595 15 248 6239 310 2 1 346 101 1 1692 1 1692 136 11 4 560 4422 2990 2 8 170 3 56 387 14 368 595 16 1 1692 8 120 10 258 169 1 346 101 8 120 87 60 3 25 101 6 8 4 351 547 2 359 4 36 1351 47 22 162 5 140 64	4
3 42 101 1 2395 119 894 14 202 715 199 240 218 3 23 5 135 585 7 252 1547 131 2 204 118 1 744 287 1330 225 33 81 5493 50 1 711 18 338 6 11 6 884 57 141 246 221 5 48 4 36 149 218 37 17 16 9 43 97 226 1 162	5
3 37 12 21 23 4 859 1351 11 1 1205 388 3 108 12 17 29 79 923 7 67 1997 16 605 1 2092 4931 6 73 147 54 5 7518 2 48 1 0 21 234 39 168 17 29 3 77 12 0 9 107 44 2 129 816 2796 1270 3 317 1 31 486 53 21 26 11 17 183 2 608 412 41 7 14 123 5 140 44 160 591 1205 9 70 1270 20 3233 3346 21 136 44 17 621 2 1 366 462 168 15 90 2 21 317 39 1 4482 2 1 927 183 192 1104 47 758 11 1 343	4
650 9 17 58 351 31 6 8 1 103 759 704 98 21 527 30 371 55 2462 2 3 470 22 35 67 1139 24 69 8 1 114 109 2 563 1 31 8 1914 1350 2 238 32 287 1330 1 3904 299 279 8 1 91 299 279 3 68 172 25 3 73 161 35 64 1 185 54 3 75 11 292 259 592 868 1696 6915	5
17 2236 9 268 1 91 204 2132 2236 3 23 66 5 3 112 34 380 174 4 378 10 57 4 898 107 1 774 2 336 6 173 54 3 77 1 340 18 758 2 3 77 12 1 4233 26 1323 2 0 3 56 95 4 36 2449 152 125 1 676 9 243 2 88 2497 27 12 19 94 219 10 4 204 2132 2236 3 37 12 18 23 1775 3232 6 344 40 220 37 18 47 440 6 3336 2 6 19 2072 5 2242 20 1 494 281 3 3854 6 5 200 211 9 83 6 9 909 0 3 23 4 899 27 512 16 3 71 22 108 3 105 2421 5 440 125 38 17 29 8 1014 543 6 61 161 48 141 211 50 40	4
879 0 2 166 1728 26 1 91 92 136 781 5 40 74 4 250 122 70 833 34 18 779 376 57 1 353 1758 2 24 42 49 3576 376 21 23 508 150 7 1 0 11 1 765 2 18 23 39 66 36 21 6036 4 264 0 15 879 5497 371 4 43 7489 1457 1034 15 14 1102 6 19 4 1307 963 412 10 90 137 12 21 68 709 16 21 148 113 1 412 5 155 879 5497 83 21 1569 166 5 113 1 127 5363 2 480 1 91 1803 10 14 1758 19 1457	5
1359 248 110 12 9 1 91 123 5 1655 6 43 619 39 1 703 26 233 1613 1049 0 149 2651 20 1 375 3 5306 20 0 365 347 452 2 0 20 1 91 1159 0 20 14 656 361 3 111 1469 5 52 34 401 99 416 125 5 1129 2 496 2490 248 1415 15 1947 777 63 4 2001 0	4
3 23 66 5 6098 20 2335 2065 1 2722 194 15 325 4013 6686 247 50 41 7 292 107 1 198 133 249 21 23 239 2335 244 261 20 49 2186 3020 10 4 244 12 61 3060 39 7 49 233 747 93 429 1393 46 2826 233 261 3 471 84 5 6098 160 6 8 20 55 123 5 1 1826 349 21 39 101 164 233 742 4 2824 448 2 643 1112 2 62 3719 1 59 8 360 2 109 11 433 21 23 45 1667 2253 122 85 5816 217 448 64 83 6 370 22 33 972 33 89 0 1 393 4223 217 0 43 1214 2 88 25 403 2886 57 6 1 229 9 1188 9758 87 0 65 8 4 43 205 478 10 14 4013 247 18 70 3983 20 1 109 59 2 1 586 201 6 116 22 1067 40 12 53 6 136 54 10 244 20 1 2064 325 567 18 32 44 18 39 6005 5 140 5 6098 10 244 6 227 35 3202 12 21 136 20 1 5876 53 6 370 22 33 337 20 1 1257 3 23 66 11 1 183 20 1257 2 6 85 2259 12 34 9 4 436 424 1 69 190 1932 6 50 67 211 26 1 1665 2291 18 26 1219 8460 46 30 324 238 12 123 2 4 418 244 29 227 23 1844 1665 2291 16 39 11 39 4 78 1068 5 1 183	3
38 13 234 4 4193 17 9 192 5 52	4
43 624 59 31 9 738 10 8356	2
3 75 11 77 1 4261 165 5171 0 40 1 473 3 462 11 1 404 21 474 159 2 32 930 4383 74 4 214 393 4004 4 2285 7 350 1 350 32 490 2 149 2 136 15 134 2628 4 334 2 4 365 1190 419 21 101 7773 0 204 4662 395 7773 0 0 11 4 365 143 0 1910 0 1473 796 1473 11 4 334 143 3 70 101 4 728 961 2 53 1 393 257 38 3 276 6 843 6719 399 3 182 361 60 92 471 64 8 4 132 865 7 728 961 981 2 0 1711 6 19 14 146 202 207 21 4584 622 10 55 184 2 0 20 1 80 0 1458 11 435 7 90 3 354 699 1 0 5 140 5 656 2 496 853 340 119 5 55 1067 80 383 5584 32 1741 20 55 181 60 4 78 1012 1 335 32 240 39 32 3182 15 821 1304 489 2 456 279 15 1158 1 7773 0 8 14 202 149 975 300 229 36 59	4
3 8 198 30 17 29 11 8826 2 6 8 36 14 202 1408 8 853 2 3 25 4 36 54 2245 1017 2 42 2790 5 340 6 19 4 401 155 10 145 8913 2 6864 364 7 349 6 215 22 314 53 3 42 1028 2270 81 16 148 4 27 29 5 1622 4 606	4
281 303 281 47 22 34 35 45 7 255 1263 5 14 283 3 61 147 84 145 154 107 1805 49 231 9 149 49 252 2 128 9 1578 544 836 17 330 1006 1100 76 16 173 1993 7732 3 68 66 76 79 1 91 961 2347 1601 472 3 182 6 2203 40 3 86 915 1 1993 7732 107 11 541 118 7 7965 432 16 17 45 9 42 33 27	5
1545	3
